颂古五首（宋·释慧光）　　押庚韵	雨洗淡红桃萼嫩，风摇浅碧柳丝轻。白云影里怪石露，绿水光中古木清①。
偈（宋·释慧光）　　押霰韵	不用求真，何须息见，倒骑牛兮入佛殿。羌笛一声天地空，不知谁识瞿昙面①。
