题梅山（宋·赵必橦）　　七言绝句　押删韵	一隐吴门访此山，深怜汉鼎尚多艰。片言倘得回天听，未必仙名满世间①。
句（宋·赵必橦）　　押庚韵	昔时说易希程氏，今日传经愧伏生（寄任令）。
