游（清董天工《武夷山志》卷一一作大）隐屏（宋·蔡杭）　　五言绝句	悚惧未成立，隐忧道学失。修身复补过，庶保馀生责。
同友人过大隐屏即事赋别（宋·蔡杭）　　押尤韵	脱略尘世虑，仙都共夷犹。乘凉①得风便，快楫竹②扁舟。神仙现奇怪，古木横岩陬。振衣万仞高，天风动衣抠。巍巍隐屏峰，擎天峙中流。良朋论心事，抚景悲新秋。浩叹复浩歌，一饮还一酬。南阳岂终卧，东山谅同忧。斟酌素有定，今焉试为筹。西风起暝色，归袂不可留。去去惜回首③，感慨⑤良悠悠④。
