赠陈执中（宋·胡僧）　　七言绝句　押豪韵	虎目猿身形最贵，只因攀附即升高。知君今向端溪去，助子清风泛怒涛①。
句（宋·胡僧）	何年饮著声闻酒，直到而今醉不醒①。
