赋得御制句朔野阵云飞（宋·何蒙）　　五言绝句　押微韵	塞日穿痕断，边云背影飞。缥缈随黄屋，阴沈护御衣①。
题义门胡氏华林书院（宋·何蒙）　　七言排律　押先韵	满眼烟霞与宅连，义高孝弟代相传。彤庭召对曾承诏，内府颁书特奉宣。学古一门遵法度，礼宾群仆尽精贤。竺斋月夜招琴客，花院春风恣饮筵。乘兴访僧因挂褐，傍秋买鹤不争钱。半空山色长供望，彻晓清泉缓醒眠。残暑就溪开敞槛，晚凉观稼入平川。神仙药术亲留写，朝达诗牌自把悬。携手漫思为好伴，此身方恨未归田。忆君几度西南望，遥想情风寄一篇①。
