松（宋·谢子才）　　七言绝句　押真韵	壮节无双独占春，灵根谁肯混凡尘。有时雷雨掀天地，疑是苍龙独奋身。
三眠柳 其一（宋·谢子才）　　七言绝句　押东韵	万丝缫绿费春工，斜倚阑干枕晓风。两被流莺惊梦觉，依前睡趁海棠红①。
