宿平江寺（宋·汪仪凤）　　七言绝句　押齐韵	行尽江东又复西，连天汀草淡烟迷。回头怅望家何处，云外青山一抹低。
题丰城驿（宋·汪仪凤）　　七言绝句　押庚韵	过尽长亭复短亭，修途随处月同行。明朝买得扁舟去，两岸芦花夹橹声①。
