拂云亭（宋·洪兴祖）　　七言绝句　押齐韵	黄云收尽绿针齐，江北江南水拍堤。野老扶携相告语，儿童今始识锄犁①。
句（宋·洪兴祖）　　押锡韵	愿公十袭勿浪出，六丁取将飞辟历①。
