题陈相鄠杜别业壁（宋·张宗尹）　　七言绝句　押灰韵	乔松翠竹绝纤埃，门对南山尽日开。应是主人贪报国，功成名遂不归来。
句（宋·张宗尹）	大书文字堤防老，剩买田园准备閒①。
