汤泉（宋·周沔）　　七言绝句　押阳韵	雁门泉水热于汤，清净源从古道场。应笑骊山山下水，至今犹带粉脂香①。
句（宋·周沔）　　押庚韵	萤火不知人已去，夜深犹傍竹窗明（韩熙载读书堂）。
