齐山（宋·董俨）　　七言绝句　押微韵	千里远木笼秋浦，万里澄江浸落晖。醉恨春深输杜牧，满头无菊戴将归。
句（宋·董俨）　　押微韵	白云深处访禅扉，一簇楼台锁翠微（齐山）。
