送王龟龄（宋·何佾）　　七言绝句　押先韵	断桥截镫亦堪怜，始信林间别有天。微见兵机第一义，朱轓暂席广文毡①。
句（宋·何佾）　　押侵韵	滕王阁上烟波远，孺子亭中花竹深①。
