金鸡城（宋·范应铃）　　七言绝句　押东韵	梦里家山竹里钟，金鸡山下快掀篷。垂杨不隔池①楼月，宿酒吹残杨柳风。
明水寺（宋·范应铃）　　七言绝句　押冬韵	环山清浅一溪水，夹径高低十里松。烟锁石门疑路断，斜阳影里忽闻钟①。
