镡溪阁（宋·胡器之）　　七言绝句　押尤韵	龙津剑窟古南州，阁势横空占上游。山色镇留春色在，水光长带宝光浮。
南剑州（宋·胡器之）　　七言绝句　押尤韵	化成丹碧出鳌头，独占闽川最上游。两剑合来灵一境，双流分处带三州①。
