芝华亭（宋·龚明之）　　七言绝句　押东韵	谁道休祥系上穹，民心元自与天通。政平讼理为真瑞，何必金芝产梵宫。
期颐堂（宋·龚明之）　　七言绝句　押尤韵	投老归来万事休，北窗一枕足清幽。虽然不得行胸臆，幸喜身无千岁忧。
