魰（宋·刘吉）　　七言绝句　押文韵	八珍一箸千金价，往往精庖贱惠文。莫道形模大刚拙，剖珠也解献殷勤①。
句（宋·刘吉）　　押鱼韵	一箭不中鹄，五湖归钓鱼（隐者）。
