雪（宋·王震）　　七言绝句　押东韵	未送馀寒归嶰谷，先传春信到花丛。侵凌竹色回新绿，点注梅梢破小红①。
梳洗台（宋·王震）　　押灰韵	俗缘磨未尽，空山傍妆台。溪云惹粉黛，岩花宝靥开①。
