题巨然平湖舟泊图（宋·李时雍）　　七言绝句　押删韵	遥岑矗矗水潺潺，茆屋松风昼掩关。落日钟声来远寺，行人初向石桥还。
题赵千里卧雪图（宋·李时雍）　　七言绝句　押真韵	疏林茅屋掩闲云，瀑雪悬崖霁色新。好是杜陵诗兴逸，蹇驴随意乐行春①。
