龙多山（宋·彭应求）　　七言绝句　押尤韵	一望东川尽数州，依崖泉石更清幽。不辞挹月披云卧，揽取山房一夕秋①。
句（宋·彭应求）　　押阳韵	松阴转处琴书润，花片飞来枕簟凉①。
