政和二年三月廿四日鄜延帅府大阅即席呈献帅座贾公凯歌（宋·杨景）　　七言绝句　押微韵	旌旗风暖飏春晖，的皪寒光照铁衣。壮士衔枚听传令，边鸿敢傍阵云飞。
婆罗门引（宋·杨景）　　押东韵	帐云暮卷，漏声不到小帘栊。银汉夜洗晴空。皓月堂轩高挂，秋入广寒宫。正金波不动，桂影玲珑。佳人未逢。怅此夕、与谁同。对酒当歌，追念霜满愁红。南楼何处，愁人在、横笛一声中。凝望眼、立尽西风。
