下瞿塘（宋·安如山）　　五言绝句　押先韵	去去如奔马，来来无尽船。人心似江水，日夜向吴天①。
曹将军（宋·安如山）	将军精悍姿，齿齿碎铁石。在昔童稚中，但闻饱经术。纵横骋柔翰，丹雘间金碧。有司塞明诏，敝邑屈词伯。芹香春水生，冠玉侍重席。脱略章句陋，搜抉穷理窟。未及文化成，其如王土窄。丈夫报主愿，岂必蒙清秩。苍然请去位，满面秋栗烈。纠合熊虎群，旌旆扬广陌。正当摩厉閒，一鼓拔勍敌。屯兵沔水源，千里斧截截。浩荡排烟旻，西极安屼嵲。奈何国无人，腐儒秉旄钺。赏予入私门，金汤授盗贼。公时奋臂争，反遭献玉刖。三军视马首，痛哭下天壁。功成坐龃龉，愤怒须插戟。中宵拔剑起，肃肃整劲翮。吐气风云生，搴旗陷坚列。贯穿死生地，蹀血天地黑。势虽众寡悬，形未雌雄决。路穷断首尾，众尽乃手格。岂知龙虎逝，黯淡山川色。百万尚震惊，呜呼死诸葛。长城但自坏，千里痛稠结。肉食无远谋，野史有直笔。酒酣歌节士，皛皛霜日①白。
