偈二首（宋·释道印）　　押麻韵	大雄山下虎，南山鳖鼻蛇。等闲撞著，抱赏归家。若也不惜好手，便与拔出重牙。
颂古八首（宋·释道印）	霹雳未收声，闪电不留影。三更月到窗，半夜驴觑井。快骑骏马骤高楼，一尘不动须弥顶①。
