西岩寺（宋·翁彦国）　　七言绝句　押麻韵	涧行屈曲似乘槎，流水漂裙乱晓霞。紫翠堆中访萧寺，隔溪烟树两三家。
诗一首（宋·翁彦国）　　七言绝句　押麻韵	新经牛渚弃星槎，倒影光中蹙紫霞。竹马儿童休借问，君恩还许过吾家①。
