新笋（宋·释德辉）　　七言绝句　押先韵	竹笋初生牛犊角，蕨芽新长小儿拳。旋挑野菜炊香饭，便是江南二月天。
辞世偈（宋·释德辉）	一生无利亦无名，圆顶方袍自在行。道念只从心上起，禅机俱向舌根生。百千万劫假非假，六十三年真不真。今向无名丛内去，不遗一物在南屏①。
