裂衣书诗寄弟（宋·赵卯发）　　五言绝句　押庚韵	城池不高深，无财又无兵。惟有死报国，来生作弟兄。
题于壁（宋·赵卯发）　　押江韵	国不可负，城难以降。夫妇俱死，节义成双①。
