潭州（宋·刘昉）　　七言绝句　押庚韵	上天甲子庆升平，春到潇湘倍有情。白璧当天千里共，红莲照夜万枝明①。
句（宋·刘昉）	隋物尚馀双鼎在，唐人犹有八诗传（题玉泉）。
