献帅府经历二首（宋·李申之）　　七言绝句　押支韵	一饭感恩①无地报，此心许国已②天知。胸中千古蟠钟阜，一死鸿毛断不移。
句（宋·李申之）　　押尤韵	区区已上和亲策，安得元戎一点头①。
