赠苏轼兄弟（宋·刘巨）　　七言绝句　押尤韵	惊人事业传三馆，动地文章震九州。老夫欲别无他祝，以愿双封万户侯。
句（宋·刘巨）　　押麻韵	渔人忽惊起，雪片逐风斜（鹭莺）。
