万松岭（宋·赵遹）　　七言绝句　押东韵	清溪狭径小桥东，风入桃花处处同。我为日长无一事，偶然来此听松风。
句（宋·赵遹）　　押齐韵	不是学僧初念佛，从来念佛指人迷（念佛鸟）。
