投海偈二首（宋·释净元）	我舍世间如梦，众人须我作颂。颂即语言边事，了取自家真梦。
辞众偈（宋·释净元）　　押屑韵	会得祖师真妙诀，无得无物又无说。喝散乌云千万重，一点灵心明皎洁①。
