庆南楼居士（宋·周应合）　　七言绝句　押先韵	阻寿南楼恰二年，此心恧甚思依然。今朝喜遇称觞日，袖里新诗再办□。
望江楼（宋·周应合）　　七言绝句　押尤韵	澄江如练正高秋，一笛吹秋上此楼。有客乘风来纵酒，长歌远送下滩舟①。
