题小赤壁 其一（宋·朱涛）　　五言绝句　押陌韵	此地不烧屯，何由壁自赤。意因丹炉烟，焰此千寻石。
题小赤壁 其二（宋·朱涛）　　七言绝句　押虞韵	千寻石上隐麻姑，会教蔡经起鼎炉。丹成龙去今何在，虎迹岩前叫鹧鸪①。
