题永明智觉寿禅师顶相（宋·释道和）　　七言绝句　押庚韵	慧日峰高秋色冷，钱塘江静月华明。寒光一烁周沙界，笔下看来未十成①。
偈三首（宋·释道和）	一二三，四五六，碧眼胡僧数不足。泥牛入海过新罗，木马追风到天竺。天竺茫茫何处寻，补陀岩上问观音。普贤拍手呵呵笑，归去来兮秋水深。
