夜宿国清寺题更好堂（宋·沈揆）　　七言绝句　押先韵	堆案文书在眼边，身闲俱是好林泉。乞渠解褐休双足，为结□中饱睡缘①。
题石井泉（宋·沈揆）　　七言绝句　押先韵	灵源一閟几经年，石上重流岂偶然。渐喜行春有幽事，人间初见第三泉。
