偈（宋·释净昙）　　押真韵	本自深山卧白云，偶然来此寄闲身。莫来问我禅兼道，我是吃饭屙屎人。
辞众偈（宋·释净昙）　　押祃韵	这汉从来没缝罅，五十六年成话霸。今朝死去见阎王，剑树刀山得人怕①。
