游百岩（宋·李士美）　　七言绝句　押庚韵	珍重东平入凤城，锦笺双羽蹙南征。马蹄不惧拦关雪，一驾须骑万里程①。
句（宋·李士美）　　押虞韵	何须百鍊鉴，自胜五兵符①。
