咏苔梅（宋·张沄）　　七言绝句　押东韵	老龙全身著艾蒳，不耐久蛰潜拿空。爪头拨动阳春信，香在霜痕雪点中。
题黄碧酒肆（宋·张沄）　　七言绝句　押麻韵	东风吹雨水平沙，下却篮舆访酒家。行役不知春早暮，墙头红杏欲飞花①。
