题漫天坡（宋·郭奕）　　七言绝句　押先韵	大漫天是小漫天，小漫天是大漫天。只因大小漫天后，遂使生灵入四川。
咏张中孚兄弟（宋·郭奕）　　押霰韵	张中孚，张中彦，江南塞北都行遍。教我如何做列传①。
