题文州安静堂（宋·吕宜之）　　七言绝句　押青韵	峡束秋空一线青，万山深处长官厅。此堂虚旷无馀物，面面为开碧玉屏①。
梅林分韵得诗字（宋·吕宜之）　　押支韵	寒梅如高人，冰雪凛风期。霜威凌万木，孤芳缀疏枝。古来岁寒心，肯与时节移。家家浣溪南，横斜映笆篱。老树更崛奇，矫矫蛟龙姿。中有调鼎味，几年江之湄。征衫十年寒，霜蹄快追随。先生羊叔子，到处英名垂。对花有妙语，豪气无百卮。兴来属湛辈，同出舂容诗①。
