手影戏（宋·释惠明）　　七言绝句	三尺生绡作戏台，全凭十指逞诙谐。有时明月灯窗下，一笑还从掌握来①。
咏菖蒲（宋·释惠明）　　七言绝句　押虞韵	根下尘泥一点无，性便泉石爱清孤。当时不惹湘江恨，叶叶如何有泪珠①。
