秦皇庙（宋·常棠）　　七言绝句　押东韵	古庙三间矮棘丛，帝魂枉自气凌空。早知今日容身窄，前此阿房不作宫。
花婆井（宋·常棠）　　七言绝句　押真韵	一湾秋月浸香痕，涤尽山前万古尘。犹记当时老梳洗，淡妆明镜照眉颦①。
