宿朝宗驿游洞天 宿朝宗驿（宋·王越石）　　七言绝句　押寒韵	炎洲望处云南北，峣阙归时路屈盘。喜得夜深清枕簟，月华斜白洞天寒。
宿朝宗驿游洞天 游洞天四首（宋·王越石）　　七言绝句　押寒韵	静然华烛扣灵关，云路登寻过几盘。溪水定流何处去，一条沈碧练光寒。
