潭岚院（宋·李孝博）　　七言绝句　押覃韵	堆积岚光照碧潭，山前一寺号潭岚。四时想见无穷景，借问老僧能尽谈。
次蒋颖叔韵（宋·李孝博）　　七言绝句　押删韵	维舟亭下号三湾，万叠青山一水间。偏爱澄江照天碧，飞来几片白云闲。
