二妃庙（宋·李邦彦）　　七言绝句	苍梧杳霭迷遐躅，晚云愁入修眉绿。薰风不动五弦空，清血斑斑在山竹①。
句（宋·李邦彦）　　押微韵	古郡荒藉驿舍卑，岁华羁思两依依。晓寒破暝清霜凛，暮色笼烟落月微。风物未谙惟近药，暄凉无定只更衣①。
