咏未开牡丹赠李氏（宋·张浩）　　七言绝句　押支韵	迎日香苞四五枝，我来恰见未开时。包藏春色独无语，分付芳心更待谁。
戏李氏（宋·张浩）　　七言绝句　押庚韵	华胥佳梦惟闻说，解佩江皋浪得声。一夕东轩多少事，韩郎虚负窃香名①。
