题睢阳五老图（宋·张贵谟）　　七言绝句　押虞韵	驷马鲜能容白发，万钉终不润黄垆。乌靴席帽红尘里，幻出睢阳五老图①。
句（宋·张贵谟）　　押阳韵	不见片云头上黑，顿添一夜鬓边霜①。
