游青城山（宋·白逊）　　七言绝句　押阳韵	青城山中云茫茫，龙车问道来轩皇。当封分为五岳长，天地截作神仙乡。
句（宋·白逊）　　押微韵	鹿随采药携家去，鹤恐飞仙佩箭归。
