呈高庵偈（宋·释自圆）　　押东韵	外国言音不可穷，起云亭下一时通。口门广大无边际，吞尽杨歧栗棘蓬。
颂（宋·释自圆）　　押先韵	南北东西万万千，乾坤上下两无边。相逢相见呵呵笑，屈指抬头月半天①。
