送周韶落籍（宋·胡楚）　　七言绝句　押东韵	淡妆轻素鹤翎红，移入朱阑便不同。应笑西园桃与李，强匀颜色待东风①。
寄人（宋·胡楚）　　七言绝句　押支韵	不见当时丁令威，年来处处是相思。若将此恨同芳草，却恐青青有尽时①。
