奉继冯使君韵 其二（宋·夏世雄）　　七言绝句　押蒸韵	神物坚持多圣境，新诗开僻信贤能。磨崖永作山中景，读处留行亦好憎①。
奉继冯使君韵 其一（宋·夏世雄）	恭览新诗清彻骨，挥毫落处耀名山。寒踪久已知恩地，杖屦今朝得喜攀。翳雨堙风遮远目，等闲轩豁为谁开。天公岂是藏幽景，留待使君持节来。
