题钓台（宋·邵炳）　　七言绝句　押青韵	光武休戈诏子陵，高台时暂别烟汀。当时四海皆臣妾，独有先生占客星。
酬通判杨殿丞名霖岩洞（宋·邵炳）　　七言绝句　押鱼韵	云峰千仞对吾庐，洞古名新郡守书。须信神灵知受赐，先兴霖雨远随车①。
