题丰溪清风堂（宋·吕镗）　　七言绝句　押删韵	瘦竹长松万仞山，白云深处小禅关。忘机人到忘机处，一缕春风尽日闲①。
歌（宋·吕镗）　　押微韵	数千里兮客王畿，忘甘旨兮亲庭帏。岁云莫兮音书稀，魂欲断兮白云飞①。
