锡杖泉（宋·祁彭年）　　七言绝句　押先韵	昔有高人示化权，曾随杖锡涌甘泉。岩穿细孔成池沼，香积僧庖待涤蠲。
不执宝大师房（宋·祁彭年）　　七言绝句　押鱼韵	枯槁形容七十馀，见人无力出禅居。萧然丈室常扃户，一炷清香万虑除①。
