登潇洒亭（宋·钱可则）　　七言绝句　押真韵	有缘结得南山境，潇洒亭高最可人。此景古今吟不尽，熙熙客里且行春①。
招贤里（宋·钱可则）　　七言绝句　押东韵	学行文章彻九重，故旌闾里振颓风。傍人莫作寻常看，几百年中有此翁①。
