归云洞（宋·陈毅）　　七言绝句　押删韵	云道无心亦爱山，雨馀时向此中还。而今天下焦枯甚，只恐苍龙未放闲。
决涧院（宋·陈毅）　　七言绝句　押侵韵	远归沧海通舟楫，近洗山僧一片心。留与卧龙成窟穴，等闲飞去也为霖①。
