书旅邸壁（宋·王谹）　　七言绝句　押歌韵	雁外无书为客久，蛩边有梦到家多。画堂玉佩萦云响，不及桃源欸乃歌①。
句（宋·王谹）　　押黠韵	水清居士涧，景好天王刹（南涧寺）。
