题天竺寺壁（宋·李天才）　　七言绝句　押删韵	走杀东头供奉官，御香频降雨犹悭。相公端坐都堂里，天竺观音又下山①。
题句容酒肆壁（宋·李天才）　　七言绝句　押灰韵	青裙白面哄挑菜，茅舍竹篱疏见梅。春事隔年无信息，一声啼鸟唤将来①。
