偈二首（宋·释道枢）　　押个韵	仙人张果老，骑驴穿市过。但闻归拨剌，谁知是纸做。
颂古三十九首（宋·释道枢）　　押陌韵	犯重比丘清净行，平等性中无损益。水里不用觅鱼踪，天边何处观鸟迹。
