在燕京作（宋·宋恭宗）　　五言绝句　押灰韵	寄语林和靖，梅花几度开。黄金台下客，应是不归来①。
鹦鹉（宋·宋恭宗）　　押东韵	毛羽自然可数，仙禽不受凡笼。衔得梧桐一叶，中含无限秋风①。
