齐山（宋·杨缄）　　七言绝句　押删韵	池阳佳致说齐山，公暇邀朋喜暂攀。浮世谩同流水急，野僧长伴白云闲。
句（宋·杨缄）	一从天上遗金籍，长向人间作画屏（九华山）。
