桃源洞（宋·毛渐）　　七言绝句　押先韵	洞门流水日潺潺，桃坞依然枕水边。春色年年花自好，游人谁复遇婵娟①。
此君亭歌（宋·毛渐）	玉堂视草儒林翁，暂凭熊轼来江东。政成暇日开宴席，选胜共诣金仙宫。幽亭虚敞竹森耸，低徊映日清阴重。静坐爱此君，乃知雅尚人情同。屏山叠石色苍翠，我疑巨灵掣断岷峨峰。繁霜摧枯木，飞叶穿疏栊。芳筵列时果，璀璨间青红。羊肋细软蟹螯丰，兵厨酒美琥珀浓。褫带就坐约烦礼，幅巾相向聊从容。晤言与心契，至乐非丝桐。高怀讵比晋七子，徒以散诞相誇雄。饮馀寓意对棋局，万事不足萦心胸。人生天地间，宁异浮萍相值江湖中。偶然会合复离散，东西南北随飘风。须知此会不易得，为公更釂黄金钟①。
