寄郴守阮户部（宋·阎孝忠）　　五言绝句	郴阳古名邦，四座拱山色。秀气钟异人，阛阓俨仙宅。
句（宋·阎孝忠）　　押灰韵	不辞远作潇湘客，且入三仙洞里来（过石门）。
