隐居凤山清明寺（宋·楼淳）　　五言绝句　押纸韵	凤鸟久不至，哲人叹已矣。空留千载名，寂寞残阳里。
清明寺（宋·楼淳）　　五言绝句	风尘满天下，此地独清明。神州何处是，有泪落新亭①。
