梅花（宋·葛郛）　　五言绝句　押齐韵	玉屑装龙脑，云衣覆麝■①。何堪夜来雪，香色两凄迷。
留友人（宋·葛郛）	良友间何阔，春事遽如许。劳君下鸥沙，一叶系春渚。昨梦坠前世①，再见欣欲舞。聊呼花底杯，酒面点红雨。狂歌谢贯珠，清论杂挥麈。骊驹未可歌，妙句须君吐②。
